Date,Open,High,Low,Close,Adj Close,Volume
2023-01-23,232.7899932861328,234.17999267578125,231.55999755859375,232.4499969482422,227.10585021972656,1264500
2023-01-24,233.30999755859375,235.72000122070312,230.49000549316406,235.4499969482422,230.036865234375,1443500
2023-01-25,224.86000061035156,229.1300048828125,220.3300018310547,226.8800048828125,221.6638946533203,2727600
2023-01-26,227.0,229.94000244140625,223.41000366210938,228.11000061035156,222.86563110351562,1429800
2023-01-27,227.36000061035156,229.1300048828125,226.02000427246094,227.49000549316406,222.2598876953125,1324300
2023-01-30,228.64999389648438,230.10000610351562,226.3699951171875,228.07000732421875,222.82656860351562,1138000
2023-01-31,228.9600067138672,233.1999969482422,227.83999633789062,233.05999755859375,227.7018280029297,1303100
2023-02-01,231.1999969482422,232.8300018310547,228.5500030517578,230.4499969482422,225.15182495117188,1137700
2023-02-02,228.30999755859375,232.55999755859375,227.55999755859375,231.41000366210938,226.0897674560547,1541100
2023-02-03,233.72999572753906,234.8699951171875,230.9499969482422,231.5399932861328,226.2167510986328,1650100
2023-02-06,232.25,235.64999389648438,231.1999969482422,232.35000610351562,227.00816345214844,1099100
2023-02-07,231.77000427246094,232.0800018310547,228.4600067138672,231.9600067138672,226.62713623046875,1186100
2023-02-08,230.33999633789062,231.6199951171875,228.8300018310547,229.1199951171875,223.85240173339844,1138700
2023-02-09,230.38999938964844,230.5800018310547,227.57000732421875,228.66000366210938,223.4029998779297,1095300
2023-02-10,229.7100067138672,233.27000427246094,229.0800018310547,233.22000122070312,227.858154296875,851700
2023-02-13,235.0,235.66000366210938,231.6999969482422,232.8800048828125,227.52597045898438,784700
2023-02-14,232.8699951171875,233.17999267578125,231.0,232.07000732421875,226.73460388183594,730600
2023-02-15,231.08999633789062,232.47999572753906,230.6999969482422,232.47000122070312,227.12539672851562,631100
2023-02-16,230.6300048828125,233.16000366210938,230.19000244140625,231.3000030517578,225.98228454589844,881200
2023-02-17,231.82000732421875,236.05999755859375,231.25,235.25999450683594,229.8512420654297,1504100
2023-02-21,236.6199951171875,237.75999450683594,232.58999633789062,233.52000427246094,228.15126037597656,1063900
2023-02-22,233.3800048828125,234.77999877929688,232.36000061035156,233.64999389648438,228.27825927734375,704100
2023-02-23,233.85000610351562,234.8300018310547,230.27999877929688,231.3699951171875,226.05067443847656,788200
2023-02-24,230.5399932861328,232.00999450683594,229.82000732421875,231.9499969482422,226.61734008789062,667100
2023-02-27,232.24000549316406,232.97999572753906,229.5500030517578,230.6199951171875,225.3179168701172,985600
2023-02-28,230.5800018310547,231.0800018310547,227.8000030517578,227.91000366210938,222.67022705078125,1049300
2023-03-01,227.1999969482422,228.5,226.5500030517578,227.69000244140625,222.45529174804688,899100
2023-03-02,227.1999969482422,230.75,227.1999969482422,230.25,224.95643615722656,1095600
2023-03-03,231.0,231.3699951171875,229.5500030517578,231.0399932861328,225.72825622558594,1576800
2023-03-06,231.0,233.39999389648438,230.5399932861328,232.60000610351562,227.25241088867188,1136500
2023-03-07,232.77999877929688,233.77999877929688,229.97999572753906,229.99000549316406,224.70240783691406,1032500
2023-03-08,229.8300018310547,230.52999877929688,224.6199951171875,227.05999755859375,221.8397674560547,1441900
2023-03-09,228.2100067138672,229.16000366210938,222.41000366210938,222.8699951171875,217.74609375,1653200
2023-03-10,222.27000427246094,224.11000061035156,220.64999389648438,220.92999267578125,215.85069274902344,1544300
2023-03-13,218.0,220.50999450683594,216.92999267578125,218.7899932861328,213.7598876953125,1580800
2023-03-14,221.27000427246094,221.82000732421875,217.92999267578125,219.8300018310547,214.77598571777344,1070600
2023-03-15,217.0500030517578,217.85000610351562,212.77000427246094,216.75,211.76681518554688,1419700
2023-03-16,215.77999877929688,227.7899932861328,215.4600067138672,220.0500030517578,214.99093627929688,2632600
2023-03-17,219.14999389648438,219.99000549316406,216.60000610351562,218.14999389648438,213.13461303710938,2413800
2023-03-20,219.14999389648438,221.2100067138672,219.0,219.91000366210938,214.85415649414062,983000
2023-03-21,222.00999450683594,222.99000549316406,221.47000122070312,222.3699951171875,217.25758361816406,892900
2023-03-22,222.6199951171875,223.22999572753906,219.22999572753906,219.22999572753906,214.18978881835938,1043900
2023-03-23,219.9600067138672,221.77000427246094,219.10000610351562,220.11000061035156,215.049560546875,1472700
2023-03-24,220.10000610351562,223.75,219.66000366210938,223.5,218.3616180419922,1370600
2023-03-27,225.00999450683594,225.67999267578125,223.67999267578125,225.02999877929688,219.85643005371094,865100
2023-03-28,225.02000427246094,226.47000122070312,224.82000732421875,225.5,220.31564331054688,662900
